# 400m跑道轨迹 421点
22.6877725,114.2034827
22.6877785,114.2034763
22.6877844,114.2034698
22.6877904,114.2034634
22.6877963,114.2034569
22.6878023,114.2034504
22.6878083,114.2034440
22.6878142,114.2034375
22.6878202,114.2034311
22.6878261,114.2034246
22.6878321,114.2034182
22.6878380,114.2034117
22.6878440,114.2034053
22.6878499,114.2033988
22.6878559,114.2033923
22.6878619,114.2033859
22.6878678,114.2033794
22.6878738,114.2033730
22.6878797,114.2033665
22.6878857,114.2033601
22.6878916,114.2033536
22.6878976,114.2033472
22.6879036,114.2033407
22.6879095,114.2033342
22.6879155,114.2033278
22.6879214,114.2033213
22.6879274,114.2033149
22.6879333,114.2033084
22.6879393,114.2033020
22.6879452,114.2032955
22.6879512,114.2032891
22.6879572,114.2032826
22.6879631,114.2032761
22.6879691,114.2032697
22.6879750,114.2032632
22.6879810,114.2032568
22.6879869,114.2032503
22.6879929,114.2032439
22.6879988,114.2032374
22.6880048,114.2032310
22.6880108,114.2032245
22.6880167,114.2032180
22.6880227,114.2032116
22.6880286,114.2032051
22.6880346,114.2031987
22.6880405,114.2031922
22.6880465,114.2031858
22.6880525,114.2031793
22.6880584,114.2031729
22.6880644,114.2031664
22.6880703,114.2031599
22.6880763,114.2031535
22.6880822,114.2031470
22.6880882,114.2031406
22.6880941,114.2031341
22.6881001,114.2031277
22.6881061,114.2031212
22.6881120,114.2031148
22.6881180,114.2031083
22.6881239,114.2031018
22.6881299,114.2030954
22.6881358,114.2030889
22.6881418,114.2030825
22.6881477,114.2030760
22.6881537,114.2030696
22.6881597,114.2030631
22.6881656,114.2030567
22.6881716,114.2030502
22.6881775,114.2030437
22.6881835,114.2030373
22.6881894,114.2030308
22.6881954,114.2030244
22.6882014,114.2030179
22.6882073,114.2030115
22.6882133,114.2030050
22.6882192,114.2029986
22.6882252,114.2029921
22.6882311,114.2029856
22.6882371,114.2029792
22.6882430,114.2029727
22.6882490,114.2029663
22.6882550,114.2029598
22.6882609,114.2029534
22.6882669,114.2029469
22.6882728,114.2029405
22.6882788,114.2029340
22.6882847,114.2029275
22.6882907,114.2029211
22.6882967,114.2029146
22.6883026,114.2029082
22.6883086,114.2029017
22.6883146,114.2028951
22.6883204,114.2028882
22.6883260,114.2028812
22.6883315,114.2028741
22.6883368,114.2028668
22.6883420,114.2028593
22.6883469,114.2028517
22.6883517,114.2028440
22.6883563,114.2028361
22.6883607,114.2028281
22.6883649,114.2028200
22.6883689,114.2028118
22.6883727,114.2028034
22.6883763,114.2027950
22.6883796,114.2027864
22.6883828,114.2027778
22.6883858,114.2027691
22.6883886,114.2027602
22.6883911,114.2027514
22.6883934,114.2027424
22.6883955,114.2027334
22.6883974,114.2027243
22.6883991,114.2027152
22.6884006,114.2027060
22.6884018,114.2026968
22.6884028,114.2026876
22.6884036,114.2026783
22.6884041,114.2026690
22.6884045,114.2026597
22.6884046,114.2026504
22.6884045,114.2026411
22.6884041,114.2026318
22.6884036,114.2026225
22.6884028,114.2026133
22.6884018,114.2026040
22.6884006,114.2025948
22.6883991,114.2025857
22.6883974,114.2025765
22.6883955,114.2025675
22.6883934,114.2025584
22.6883911,114.2025495
22.6883886,114.2025406
22.6883858,114.2025318
22.6883828,114.2025231
22.6883796,114.2025144
22.6883763,114.2025059
22.6883727,114.2024974
22.6883689,114.2024891
22.6883649,114.2024809
22.6883607,114.2024727
22.6883563,114.2024647
22.6883517,114.2024569
22.6883469,114.2024491
22.6883420,114.2024415
22.6883368,114.2024341
22.6883315,114.2024268
22.6883260,114.2024196
22.6883204,114.2024126
22.6883146,114.2024058
22.6883086,114.2023991
22.6883024,114.2023926
22.6882961,114.2023863
22.6882897,114.2023802
22.6882831,114.2023742
22.6882763,114.2023685
22.6882694,114.2023629
22.6882624,114.2023575
22.6882553,114.2023524
22.6882480,114.2023474
22.6882407,114.2023427
22.6882332,114.2023381
22.6882256,114.2023338
22.6882179,114.2023297
