# 400m跑道轨迹 421点
22.6874617,114.2083273
22.6874676,114.2083208
22.6874736,114.2083144
22.6874796,114.2083079
22.6874855,114.2083015
22.6874915,114.2082950
22.6874974,114.2082885
22.6875034,114.2082821
22.6875093,114.2082756
22.6875153,114.2082692
22.6875212,114.2082627
22.6875272,114.2082563
22.6875332,114.2082498
22.6875391,114.2082434
22.6875451,114.2082369
22.6875510,114.2082304
22.6875570,114.2082240
22.6875629,114.2082175
22.6875689,114.2082111
22.6875748,114.2082046
22.6875808,114.2081982
22.6875868,114.2081917
22.6875927,114.2081853
22.6875987,114.2081788
22.6876046,114.2081723
22.6876106,114.2081659
22.6876165,114.2081594
22.6876225,114.2081530
22.6876285,114.2081465
22.6876344,114.2081401
22.6876404,114.2081336
22.6876463,114.2081272
22.6876523,114.2081207
22.6876582,114.2081142
22.6876642,114.2081078
22.6876701,114.2081013
22.6876761,114.2080949
22.6876821,114.2080884
22.6876880,114.2080820
22.6876940,114.2080755
22.6876999,114.2080691
22.6877059,114.2080626
22.6877118,114.2080561
22.6877178,114.2080497
22.6877238,114.2080432
22.6877297,114.2080368
22.6877357,114.2080303
22.6877416,114.2080239
22.6877476,114.2080174
22.6877535,114.2080110
22.6877595,114.2080045
22.6877654,114.2079980
22.6877714,114.2079916
22.6877774,114.2079851
22.6877833,114.2079787
22.6877893,114.2079722
22.6877952,114.2079658
22.6878012,114.2079593
22.6878071,114.2079529
22.6878131,114.2079464
22.6878190,114.2079399
22.6878250,114.2079335
22.6878310,114.2079270
22.6878369,114.2079206
22.6878429,114.2079141
22.6878488,114.2079077
22.6878548,114.2079012
22.6878607,114.2078948
22.6878667,114.2078883
22.6878727,114.2078818
22.6878786,114.2078754
22.6878846,114.2078689
22.6878905,114.2078625
22.6878965,114.2078560
22.6879024,114.2078496
22.6879084,114.2078431
22.6879143,114.2078367
22.6879203,114.2078302
22.6879263,114.2078237
22.6879322,114.2078173
22.6879382,114.2078108
22.6879441,114.2078044
22.6879501,114.2077979
22.6879560,114.2077915
22.6879620,114.2077850
22.6879679,114.2077786
22.6879739,114.2077721
22.6879799,114.2077656
22.6879858,114.2077592
22.6879918,114.2077527
22.6879977,114.2077463
22.6880037,114.2077396
22.6880095,114.2077328
22.6880152,114.2077258
22.6880207,114.2077186
22.6880260,114.2077113
22.6880311,114.2077039
22.6880361,114.2076963
22.6880409,114.2076885
22.6880454,114.2076807
22.6880498,114.2076727
22.6880540,114.2076646
22.6880580,114.2076563
22.6880618,114.2076480
22.6880654,114.2076395
22.6880688,114.2076310
22.6880720,114.2076223
22.6880750,114.2076136
22.6880777,114.2076048
22.6880803,114.2075959
22.6880826,114.2075870
22.6880847,114.2075779
22.6880866,114.2075689
22.6880883,114.2075597
22.6880897,114.2075506
22.6880910,114.2075414
22.6880920,114.2075321
22.6880928,114.2075229
22.6880933,114.2075136
22.6880937,114.2075043
22.6880938,114.2074950
22.6880937,114.2074857
22.6880933,114.2074764
22.6880928,114.2074671
22.6880920,114.2074578
22.6880910,114.2074486
22.6880897,114.2074394
22.6880883,114.2074302
22.6880866,114.2074211
22.6880847,114.2074120
22.6880826,114.2074030
22.6880803,114.2073940
22.6880777,114.2073852
22.6880750,114.2073764
22.6880720,114.2073676
22.6880688,114.2073590
22.6880654,114.2073504
22.6880618,114.2073420
